"Legislator","Party","Degree","Betweenness","Closeness","Eigenvector","PageRank","Total_Bills"
"Leila Khan","PML-N",13,0.00258280355281704,0.230327868852459,3.04792882900931e-08,0.00124207673660536,3
"Muhammad Ali Rashid","MQM",16,0,0.111685214626391,7.75030497158511e-07,0.00147635902159705,3
"Munawara Bibi Baloch","PTI",2,0,NA,0,0.00294117647059922,3
"Tariq Fazal Chaudhry","PML-N",4,0,0.152056277056277,3.55674718048867e-09,0.00252726896416977,3
"Abdul Shakoor Shad","PTI",3,0,0.0773678414096916,9.81182197620935e-08,0.000812024815874846,3
"Aslam Bodla","PML-N",13,0,0.122653862941947,2.36630323631494e-06,0.00157350530952486,3
"Mian Abdul Manan","PML-N",2,0,NA,0,0.00294117647059922,3
"Prince Muhammad Nawaz Allai","PTI",18,0,0.124336283185841,7.26508608484168e-05,0.00198039601549833,3
"Dr. Hafeez Ur Rehman Khan","PML-N",13,0,0.122653862941947,2.36630323631776e-06,0.00157350530952456,3
"Nuzhat Pathan","PTI",4,0,0.0766293973275157,3.41616990823599e-05,0.00107024305257445,3
"Aqibullah","PTI",11,0,0.116356107660455,1.9506111418207e-05,0.00205384395075305,3
"Maulvi Asmatullah","MMA",14,0.000953149581698774,0.212878787878788,5.97715398928369e-06,0.00168927321308799,3
"Usman Ibrahim","PML-N",1,0,0.132173095014111,2.84244219880567e-12,0.000703214346667629,2
"Makhdoom Syed Sami-ul-Hassan Gillani","PTI",17,0.0097584152839072,0.22679580306699,0.00157216497330255,0.0019605753053964,2
"Mian Riaz Hussain Pirzada","PML-N",2,0,NA,0,0.00294117647059922,2
"Tariq Christopher Qaiser","PML-N",5,0.000143124903552311,0.214503816793893,6.60569971391935e-07,0.000759203562030702,2
"Hamid Ul Haq","PTI",10,0.000463911765079402,0.194598337950139,3.80848500613927e-06,0.00106849374103256,2
"Ibadullah","PML-N",9,0.000536459743572143,0.203181489515546,7.294117071254e-08,0.000930361082488053,2
"Gul Zafar Khan","PTI",10,0.000150352479837799,0.225521669341894,7.6486933461087e-06,0.00107600293188606,2
"Gul Dad Khan","PTI",10,0.000150352479837799,0.225521669341894,7.64869334610941e-06,0.00107600293188599,2
"Raja Osama Sarwar","PML-N",2,0.00488732959801714,0.152221018418202,3.55376709446095e-09,0.000945045306184878,2
"Ch. Muhammad Hamid Hameed","PML-N",4,0,0.132422243166824,6.36410317775362e-12,0.00162032698944652,2
"Nelson Azeem","PML-N",3,0,0.157776530039304,1.15261813478157e-10,0.00155833185650096,2
"Ch. Asad Ur Rehman","PML-N",16,8.74748343950566e-07,0.2005710206995,7.26098871000229e-07,0.00168492264877657,2
"Malik Abdul Ghaffar Dogar","PML-N",16,8.74748343950566e-07,0.2005710206995,7.26098871000229e-07,0.00168492264877645,2
"Bilal Rehman","IND",16,8.74748343950566e-07,0.2005710206995,7.26098870997408e-07,0.00168492264877633,2
"Abdul Kareem","PML-N",16,8.74748343950566e-07,0.2005710206995,7.26098871000229e-07,0.00168492264877621,2
"Syeda Nosheen Iftikhar","PML-N",1,0,1,0,0.000831471829239984,2
"Reeta Ishwar","PML-F",17,0.00198789783632002,0.227714748784441,2.11754269257327e-06,0.00146891035346221,2
"Syed Amin-ul-Haque","MQM",7,0.0193575614504095,0.185234014502307,4.45279950299494e-06,0.00171921355332039,2
"Qamar Ud Din","JUI",14,0.00247564728266997,0.2248,8.48283146574181e-07,0.00118885592328,2
"Ms Shagufta Jumani","PPPP",3,0,0.5,0,0.00294117647058688,2
"Syed Ghulam Mustafa Shah","PPPP",3,0,0.5,0,0.00294117647058585,2
"Mir Ghulam Ali Talpur","PPPP",3,0,0.5,0,0.00294117647058473,2
"Khurshed Ahmed Junejo","PPPP",3,0,0.5,0,0.00294117647058353,2
"Mahreen Razzaq Bhutto","PPPP",2,0,NA,0,0.00294117647059922,2
"Shahzada Muhammad Gushtasap Khan","SIC",2,0,0.5,0,0.00294117647058375,2
"Asad Qaiser","SIC",2,0,0.5,0,0.002941176470582,2
"Muhammad Sajjad","PML-N",10,0,0.156024430871738,0.000700262148009285,0.00136456402142641,2
"Changaze Ahmed Khan","SIC",2,0,NA,0,0.00294117647059922,2
"Sana Ullah Khan Mastikhel","SIC",2,0,0.5,0,0.00294117647058004,2
"Munir Khan Orakzai","MMA",12,0.00413567389570835,0.225340817963111,8.47856941749616e-06,0.000953794961014492,2
"Mahesh Kumar Malani","PPPP",6,0,0.158220720720721,8.9984477224723e-09,0.0018506421785548,2
"Sajid Khan","PTI",11,0.00852854176905396,0.231085526315789,3.62070109667463e-06,0.00159499730411563,2
"Bismillah Khan","IND",3,0,0.159568427030097,1.32091060079313e-09,0.000867176127681117,2
"Ehsanullah Reki","BAP",1,0,1,0,0.000502152080345919,2
"Ihsan ul Haq Bajwa","PML-N",4,0,0.16716240333135,4.92237814638526e-08,0.00101957468874215,2
"Tahira Asif","MQM",9,0.021270770129129,0.196641007697691,6.16677730567813e-07,0.000585304481610381,2
"Syed Ali Musa Gilani","PPPP",1,0,0.5,0,0.00294117647058424,2
"Syed Ayaz Ali Shah Sheerazi","PML-N",16,0,0.12567084078712,6.20909808531077e-07,0.00128907195492608,2
"Salman Hanif","PML-N",13,0.00274515998240627,0.230895645028759,3.00799000192429e-08,0.00112512121273189,1
"Iffat Liaqat","PML-N",13,0.00274515998240627,0.230895645028759,3.00799000199479e-08,0.00112512121273182,1
"Malik Shakir Bashir Awan","PML-N",4,0,0.132422243166824,6.36410353028742e-12,0.00162032698944646,1
"Abdul Majeed Khan Khanan Khel","PML-N",4,0,0.132422243166824,6.36410353028742e-12,0.0016203269894464,1
"Shahid Ahmad","PTI",11,0.000439198909228652,0.220392156862745,1.91982953922987e-05,0.000830852476600811,1
"Farooq Hamid Naek","PPPP",1,0,1,0,0.000831471829239984,1
"Engineer Mohammad Usman Badaini","IND",10,0.00100410153917617,0.215490797546012,7.16327733197189e-07,0.000851923936983433,1
"Muhammad Abubakar","MQMP",6,7.41785625799033e-05,0.214503816793893,1.83826452514092e-06,0.000638364732009856,1
"Kamal Uddin","MMA",11,0.00203688919927787,0.2248,2.42340689928036e-06,0.000918645798577372,1
"Naz Baloch","PPPP",7,4.75934981101348e-05,0.231275720164609,0.000801944733811523,0.000707546903983293,1
"Muhammad Javed Hanif Khan","MQM",4,0,0.163752913752914,9.57537794808767e-09,0.00115867973844477,1
"Syed Mustafa Kamal","MQM",4,0,0.163752913752914,9.57537794879274e-09,0.00115867973844472,1
"Syed Hafeezuddin","MQM",4,0,0.163752913752914,9.57537794844021e-09,0.00115867973844466,1
"Sardar Riaz Mehmood Khan Mazari","PTI",3,5.90037473155528e-05,0.211755840241145,1.65714372215361e-05,0.000531294051053804,1
"Dr. Muhammad Azhar Khan Jadoon","PTI",3,7.60289295472513e-05,0.209701492537313,1.09455956906078e-05,0.000668570464232552,1
"Zahoor Hussain Qureshi","PTI",2,0,0.185111989459816,1.2494541249625e-06,0.000937748236277637,1
"Sardar Nasrullah Khan Drishak","PTI",2,0,0.185111989459816,1.24945412496233e-06,0.000937748236277599,1
"Abdul Rehman Khan Kanju","PML-N",8,0.000260754549386272,0.187708750835003,0.000350408893747518,0.00089024398338178,1
"Khalil George","PML-N",5,0.000143124903552311,0.214503816793893,6.60569971392992e-07,0.000759203562030649,1
"Makhdoom Syed Ali Hassan Gillani","PML-N",9,0.000536459743572143,0.203181489515546,7.2941170711835e-08,0.000930361082487993,1
"Dr. Nisar Ahmad","PML-N",2,0,0.186463171864632,6.14201302478568e-09,0.000539456068405315,1
"Sardar Kamal Khan Bangulzai","NP",15,0.00173635082674777,0.234753550543024,1.45865293527634e-06,0.0010851823689467,1
"Dawar Khan Kundi","PTI",7,0.000381363450214736,0.208302446256486,1.58005911292507e-06,0.000731860921141714,1
"Khwaja Ghulam Rasool Koreja","PPPP",3,8.96009873319998e-05,0.112310151878497,8.33291787385512e-08,0.000682949155987248,1
"Asghar Ali Shah","PPPP",3,8.96009873319998e-05,0.112310151878497,8.33291787383749e-08,0.000682949155987204,1
"Syed Abrar Ali Shah","PPPP",3,0,0.178639542275906,4.44675730363229e-06,0.000914036986415468,1
"Mirza Ikhtiar Baig","PPPP",4,0.00791281934917059,0.187208527648235,5.76307611426158e-11,0.001369163690195,1
"Shazia Sobia Aslam Soomro","PPPP",4,0.00791281934917059,0.187208527648235,5.76307611426158e-11,0.00136916369019495,1
"Syed Ali Qasim Gillani","PPPP",4,0.00791281934917059,0.187208527648235,5.76307614951496e-11,0.00136916369019489,1
"Zulfiqar Ali Khan","PTI",10,0.000152097954694234,0.22570281124498,7.64262431032159e-06,0.000991707771323482,1
"Ch. Iftikhar Nazir","PML-N",15,1.86655850016128e-05,0.226430298146656,0.00157216299048498,0.00119386568122731,1
"Haji Imtiaz Ahmed Choudhary","PTI",15,1.86655850016128e-05,0.226430298146656,0.00157216299048498,0.00119386568122727,1
"Malik Karamat Ali","PTI",15,1.86655850016128e-05,0.226430298146656,0.00157216299048498,0.00119386568122722,1
"Nawabzada Iftikhar Ahmed Khan Babar","PPPP",2,0,0.13747553816047,1.37476551614901e-13,0.00114458292249768,1
"Rahat Aman Ullah Bhatti","PTI",18,0.000648342261282138,0.242869490060501,2.63787822471553e-05,0.0011315243939188,1
"Shaheen Naz Saifullah","PTI",18,0.000648342261282138,0.242869490060501,2.63787822471567e-05,0.00113152439391875,1
"Zulfiqar Ahmad","PML-N",4,5.81824952144898e-06,0.195546276965901,7.38252938471662e-07,0.000687979227827485,1
